	track_id	album_id	artist_id	bit_rate	duration	genre_id
325	543	142	101	128000	103	16.0
326	544	142	101	128000	773	16.0
327	545	142	101	128000	242	16.0
328	546	142	101	128000	319	16.0
329	547	142	101	128000	248	16.0
330	548	142	101	128000	235	16.0
331	549	142	101	128000	155	16.0
332	550	143	102	320000	272	14.0
341	562	148	105	256000	69	11.0
342	563	148	105	256000	168	11.0
343	564	148	105	256000	141	11.0
344	565	148	105	256000	154	11.0
345	566	148	105	256000	182	11.0
346	567	148	105	256000	130	11.0
347	568	148	105	256000	147	11.0
348	569	148	105	256000	149	11.0
349	570	148	105	256000	141	11.0
350	571	148	105	256000	79	11.0
351	572	148	105	256000	178	11.0
352	573	149	106	190833	394	11.0
353	574	149	106	219522	267	11.0
354	575	150	107	320000	342	11.0
355	576	150	107	160000	265	11.0
356	577	150	107	320000	130	11.0
357	578	150	107	320000	241	11.0
358	579	151	108	256000	143	11.0
359	580	151	108	256000	183	11.0
360	583	154	111	256000	134	20.0
361	584	154	111	256000	228	20.0
362	585	154	111	256000	122	20.0
363	586	154	111	256000	121	20.0
364	587	155	112	192000	99	31.0
365	588	156	112	128000	72	31.0
366	589	155	112	192000	49	31.0
367	590	157	113	160000	131	3.0
368	591	157	113	160000	228	3.0
369	592	157	113	160000	206	3.0
370	593	157	113	160000	189	3.0
371	601	1695	122	128000	432	16.0
372	602	1692	122	160000	445	16.0
373	603	1692	122	128000	439	16.0
374	604	168	122	128000	303	16.0
375	605	169	123	112000	108	11.0
376	606	1703	123	64000	94	11.0
377	607	1703	123	64000	120	11.0
378	608	169	123	112000	159	11.0
379	609	170	123	128000	174	11.0
380	610	171	124	192000	150	16.0
381	611	172	124	192000	128	16.0
382	612	173	124	192000	225	16.0
384	614	-1	124	192000	182	16.0
385	615	175	126	256000	519	31.0
386	616	175	126	256000	687	31.0
387	617	176	127	256000	250	16.0
388	618	176	127	256000	264	16.0
389	619	176	127	256000	198	16.0
390	620	176	127	256000	205	16.0
391	621	177	127	256000	161	16.0
392	622	176	127	256000	441	16.0
393	623	176	127	256000	231	16.0
394	624	176	127	256000	324	16.0
395	625	177	127	256000	234	16.0
396	626	176	127	256000	343	16.0
397	627	176	127	256000	268	16.0
398	628	176	127	256000	310	16.0
399	629	176	127	256000	344	16.0
400	630	176	127	256000	216	16.0
401	631	176	127	256000	246	16.0
402	633	179	128	128000	222	11.0
403	634	179	128	128000	154	11.0
404	635	179	128	128000	133	11.0
405	637	181	130	256000	421	31.0
406	638	181	130	256000	237	31.0
407	639	182	131	297275	635	31.0
408	640	183	1700	256000	172	19.0
409	641	184	133	192000	124	14.0
410	642	185	133	192000	500	14.0
411	643	184	133	192000	83	14.0
412	644	185	133	192000	738	14.0
413	645	184	133	192000	349	14.0
414	646	184	133	192000	197	14.0
415	647	184	133	192000	94	14.0
416	648	184	133	192000	321	14.0
417	649	184	133	192000	122	14.0
418	650	184	133	192000	318	14.0
419	651	184	133	192000	180	14.0
420	652	184	133	192000	180	14.0
421	653	184	133	192000	180	14.0
422	654	184	133	192000	180	14.0
423	655	184	133	192000	390	14.0
424	656	184	133	192000	288	14.0
425	657	184	133	192000	314	14.0
426	658	186	133	160000	641	14.0
427	659	187	133	160000	460	14.0
428	660	187	133	160000	303	14.0
429	661	187	133	160000	459	14.0
430	662	187	133	160000	114	14.0
431	663	187	133	160000	628	14.0
432	664	187	133	160000	174	14.0
433	665	1707	133	192000	268	14.0
434	666	189	135	256000	235	1.0
435	667	189	135	256000	246	1.0
436	668	190	136	256000	221	20.0
437	669	191	136	256000	224	20.0
438	670	190	136	256000	258	20.0
439	671	191	136	256000	258	20.0
440	672	190	136	256000	182	20.0
441	673	191	136	256000	180	20.0
442	674	190	136	256000	253	20.0
443	675	191	136	256000	251	20.0
444	676	190	136	256000	197	20.0
445	677	191	136	256000	198	20.0
446	678	190	136	256000	341	20.0
447	679	191	136	256000	340	20.0
448	680	190	136	256000	181	20.0
449	681	191	136	256000	181	20.0
450	682	190	136	256000	226	20.0
451	683	191	136	256000	218	20.0
452	684	190	136	256000	316	20.0
453	685	191	136	256000	319	20.0
454	686	190	136	256000	198	20.0
455	687	191	136	256000	197	20.0
456	688	190	136	256000	303	20.0
457	689	191	136	256000	302	20.0
458	690	192	137	256000	290	11.0
459	691	1708	137	256000	365	11.0
460	692	194	137	256000	227	11.0
461	693	195	137	256000	559	11.0
462	694	196	138	160000	291	20.0
463	695	197	138	160000	104	20.0
464	696	198	139	256000	130	11.0
465	697	198	139	256000	173	11.0
466	698	198	139	256000	88	11.0
467	699	198	139	256000	191	11.0
468	700	198	139	256000	131	11.0
469	701	198	139	256000	130	11.0
470	702	198	139	256000	162	11.0
471	703	198	139	256000	239	11.0
472	704	199	140	256000	310	1.0
473	705	199	140	256000	369	1.0
474	706	199	140	256000	312	1.0
475	707	199	140	256000	330	1.0
476	708	199	140	256000	289	1.0
477	709	199	140	192000	192	1.0
478	711	201	142	160000	159	11.0
479	712	201	142	160000	191	11.0
480	713	201	142	160000	143	11.0
481	714	202	143	256000	338	16.0
482	715	203	143	256000	283	16.0
483	716	203	143	256000	297	16.0
484	717	202	143	256000	451	16.0
485	718	203	143	256000	128	16.0
486	719	204	144	256000	299	11.0
487	720	204	144	256000	190	11.0
488	721	204	144	256000	117	11.0
489	722	204	144	256000	204	11.0
490	723	204	144	256000	1048	11.0
491	725	206	145	160000	785	31.0
492	726	207	145	160000	120	31.0
493	727	207	145	160000	251	31.0
494	728	206	145	160000	574	31.0
495	729	207	145	160000	300	31.0
496	730	207	145	160000	510	31.0
497	731	207	145	160000	340	31.0
498	734	210	147	256000	128	13.0
499	735	211	147	256000	298	13.0
500	736	212	147	256000	265	13.0
501	737	213	147	256000	446	13.0
502	738	212	147	256000	172	13.0
503	739	210	147	256000	247	13.0
504	740	213	147	256000	477	13.0
505	741	211	147	256000	425	13.0
506	742	213	147	256000	347	13.0
507	743	210	147	256000	215	13.0
508	744	211	147	256000	405	13.0
509	745	212	147	256000	338	13.0
510	747	213	147	256000	320	13.0
511	748	211	147	256000	424	13.0
512	749	212	147	256000	261	13.0
513	750	211	147	256000	299	13.0
514	751	210	147	256000	132	13.0
515	752	212	147	256000	185	13.0
516	753	213	147	256000	159	13.0
517	754	213	147	256000	265	13.0
518	755	210	147	256000	167	13.0
519	756	211	147	256000	475	13.0
520	757	212	147	256000	206	13.0
521	758	211	147	256000	346	13.0
522	759	210	147	256000	191	13.0
523	760	210	147	256000	263	13.0
524	761	211	147	256000	406	13.0
525	762	214	147	256000	130	13.0
526	763	215	147	256000	160	13.0
527	764	215	147	256000	221	13.0
528	765	214	147	256000	138	13.0
529	766	215	147	256000	191	13.0
530	767	214	147	256000	184	13.0
531	768	215	147	256000	179	13.0
532	769	214	147	256000	255	13.0
533	770	215	147	256000	309	13.0
534	771	214	147	256000	182	13.0
535	772	215	147	256000	125	13.0
536	773	214	147	256000	210	13.0
537	774	215	147	256000	217	13.0
538	775	215	147	256000	198	13.0
539	776	215	147	256000	311	13.0
540	777	216	149	256000	90	11.0
541	778	216	149	256000	153	11.0
542	779	216	149	256000	71	11.0
543	780	216	149	256000	89	11.0
544	781	216	149	256000	27	11.0
545	782	216	149	256000	27	11.0
546	783	216	149	256000	51	11.0
547	784	216	149	256000	8	11.0
548	785	216	149	256000	27	11.0
549	786	216	149	256000	172	11.0
550	787	216	149	256000	41	11.0
551	788	216	149	256000	39	11.0
552	789	216	149	256000	4	11.0
553	790	216	149	256000	34	11.0
554	791	216	149	256000	101	11.0
555	792	216	149	256000	44	11.0
556	793	216	149	256000	145	11.0
557	794	216	149	256000	6	11.0
558	795	216	149	256000	37	11.0
559	796	216	149	256000	102	11.0
560	797	216	149	256000	109	11.0
561	798	216	149	256000	13	11.0
562	799	217	150	256000	298	31.0
563	800	217	150	256000	186	31.0
564	801	217	150	256000	115	31.0
565	803	219	151	256000	181	11.0
566	804	219	151	256000	124	11.0
567	805	220	151	256000	110	11.0
568	806	221	151	320000	232	11.0
569	807	222	151	256000	244	11.0
570	814	1716	153	256000	146	16.0
571	815	722	154	128000	176	31.0
572	816	722	154	128000	199	31.0
573	817	722	154	128000	60	31.0
574	818	722	154	128000	238	31.0
575	819	722	154	128000	170	31.0
576	820	722	154	128000	130	31.0
577	821	227	155	256000	200	9.0
578	822	227	155	256000	323	9.0
579	823	227	155	256000	245	9.0
580	824	228	156	256000	165	11.0
581	825	229	156	128000	83	11.0
582	826	229	156	128000	258	11.0
583	827	228	156	256000	217	11.0
584	828	228	156	256000	198	11.0
585	829	229	156	128000	144	11.0
586	830	228	156	256000	206	11.0
587	831	230	157	160000	199	3.0
588	832	230	157	160000	139	3.0
589	833	230	157	160000	238	3.0
590	834	230	157	160000	183	3.0
591	835	230	157	160000	269	3.0
592	836	1756	158	256000	200	11.0
593	837	1756	158	256000	249	11.0
594	838	1756	158	256000	140	11.0
595	839	1756	158	256000	257	11.0
596	840	1756	158	256000	139	11.0
597	841	1756	158	256000	152	11.0
598	842	1756	158	256000	175	11.0
599	843	1756	158	256000	346	11.0
600	844	1756	158	256000	176	11.0
601	845	1756	158	256000	183	11.0
602	846	1756	158	256000	184	11.0
603	847	284	159	256000	1005	9.0
604	850	234	161	256000	274	11.0
605	851	234	161	256000	269	11.0
606	852	234	161	256000	252	11.0
607	853	235	162	256000	137	1.0
608	854	236	163	256000	118	31.0
609	855	237	164	256000	64	11.0
610	856	237	164	256000	46	11.0
611	857	237	164	256000	28	11.0
612	858	237	164	256000	62	11.0
613	859	237	164	256000	33	11.0
614	860	237	164	256000	44	11.0
615	861	237	164	256000	69	11.0
616	862	237	164	256000	69	11.0
617	863	237	164	256000	90	11.0
618	864	238	165	256000	731	31.0
619	866	238	165	256000	925	31.0
620	868	238	165	256000	571	31.0
621	869	238	165	256000	569	31.0
622	870	1797	165	256000	208	31.0
626	874	242	167	128000	267	14.0
627	875	242	167	192000	292	14.0
628	876	242	167	128000	185	14.0
629	877	242	167	192000	223	14.0
630	878	242	167	128000	403	14.0
631	879	242	167	192000	102	14.0
632	880	243	167	128000	489	14.0
633	881	243	167	128000	135	14.0
634	882	242	167	128000	253	14.0
635	883	242	167	128000	177	14.0
636	885	242	167	192000	130	14.0
637	886	242	167	128000	175	14.0
638	887	242	167	128000	184	14.0
639	888	242	167	192000	437	14.0
640	889	242	167	128000	473	14.0
641	890	245	168	256000	297	16.0
642	891	245	168	256000	402	16.0
643	892	246	168	256000	480	16.0
644	893	245	168	256000	446	16.0
645	894	246	168	256000	289	16.0
646	895	246	168	256000	340	16.0
647	896	247	169	160000	274	11.0
648	897	248	170	256000	275	31.0
649	898	248	170	256000	229	31.0
650	899	248	170	256000	860	31.0
655	904	250	172	176688	135	19.0
656	905	250	172	197521	135	19.0
657	906	250	172	174432	132	19.0
658	907	250	172	172816	199	19.0
659	908	250	172	194715	183	19.0
660	909	250	172	181440	127	19.0
661	910	250	172	117808	57	19.0
662	911	250	172	179580	204	19.0
663	912	250	172	193503	221	19.0
664	913	250	172	132658	168	19.0
665	914	250	172	178945	101	19.0
666	915	250	172	106362	121	19.0
667	916	250	172	160000	120	19.0
668	917	250	172	165836	129	19.0
669	918	250	172	139228	219	19.0
670	919	250	172	173862	145	19.0
671	920	250	172	130005	203	19.0
672	921	250	172	156114	254	19.0
673	922	250	172	115772	173	19.0
674	923	250	172	190818	173	19.0
675	924	250	172	129526	453	19.0
676	925	250	172	162620	189	19.0
677	926	250	172	179491	123	19.0
678	927	250	172	163935	136	19.0
679	928	250	172	138440	156	19.0
680	929	250	172	199355	155	19.0
681	930	250	172	156481	92	19.0
682	931	250	172	123776	96	19.0
683	932	250	172	170276	159	19.0
684	933	250	172	170091	184	19.0
685	934	250	172	157232	184	19.0
686	935	250	172	168332	206	19.0
687	936	250	172	203233	180	19.0
688	937	250	172	130109	195	19.0
689	938	250	172	180969	216	19.0
690	939	250	172	168211	213	19.0
691	940	250	172	166482	128	19.0
692	941	250	172	186521	172	19.0
693	942	250	172	172697	159	19.0
694	943	250	172	167226	191	19.0
695	944	250	172	182956	81	19.0
696	945	250	172	190038	155	19.0
697	946	250	172	176396	68	19.0
698	947	250	172	183669	138	19.0
699	948	250	172	169446	128	19.0
700	949	250	172	186159	125	19.0
701	950	250	172	173118	201	19.0
702	951	250	172	153128	120	19.0
703	952	250	172	175105	154	19.0
704	953	250	172	148295	110	19.0
705	954	250	172	164644	95	19.0
706	955	250	172	176662	188	19.0
707	956	250	172	164578	126	19.0
708	957	250	172	122417	143	19.0
709	958	250	172	149824	195	19.0
710	959	250	172	178272	152	19.0
711	960	250	172	151828	117	19.0
712	961	250	172	192202	205	19.0
713	962	250	172	153201	258	19.0
714	963	250	172	193628	158	19.0
715	964	250	172	168715	178	19.0
716	965	250	172	174524	103	19.0
717	966	250	172	158510	161	19.0
718	967	250	172	190011	111	19.0
719	968	250	172	197019	163	19.0
720	969	250	172	203981	148	19.0
721	970	250	172	160750	129	19.0
722	971	250	172	181309	65	19.0
723	972	250	172	185908	205	19.0
724	973	250	172	183386	128	19.0
725	974	250	172	156700	192	19.0
726	975	250	172	172966	149	19.0
727	976	250	172	160971	124	19.0
728	977	250	172	176295	225	19.0
729	978	251	173	192000	368	31.0
730	979	251	173	192000	58	31.0
731	980	251	173	192000	149	31.0
732	981	251	173	192000	182	31.0
733	982	251	173	192000	101	31.0
734	983	251	173	192000	37	31.0
735	984	251	173	192000	328	31.0
736	985	251	173	192000	191	31.0
737	986	251	173	192000	118	31.0
738	987	251	173	192000	109	31.0
739	988	251	173	192000	313	31.0
740	989	251	173	192000	350	31.0
741	990	251	173	192000	138	31.0
742	991	252	174	256000	178	11.0
743	992	252	174	256000	133	11.0
744	993	252	175	256000	86	11.0
745	995	255	177	256000	298	31.0
746	996	256	177	256000	429	31.0
747	997	255	177	256000	520	31.0
748	998	255	177	256000	475	31.0
749	999	255	177	256000	635	31.0
750	1000	255	177	256000	643	31.0
751	1001	257	177	256000	720	31.0
752	1002	258	177	256000	348	31.0
753	1003	259	177	256000	51	31.0
754	1004	260	177	256000	298	31.0
755	1006	262	179	256000	377	31.0
756	1007	263	180	256000	325	11.0
757	1009	263	180	256000	212	11.0
758	1013	264	181	192000	338	11.0
759	1014	265	182	277548	219	11.0
760	1015	265	182	277255	240	11.0
761	1016	265	182	289594	355	11.0
762	1017	265	182	285245	316	11.0
763	1018	265	182	266659	386	11.0
764	1019	236	163	256000	219	31.0
765	1020	267	183	256000	413	3.0
766	1021	267	183	256000	503	3.0
767	1022	268	184	256000	339	3.0
768	1023	268	184	256000	409	3.0
769	1024	269	185	320000	86	11.0
770	1025	270	185	320000	260	11.0
771	1026	271	185	320000	144	11.0
772	1027	272	186	256000	16	11.0
773	1028	272	186	256000	103	11.0
774	1029	272	186	256000	128	11.0
775	1030	273	187	128000	309	11.0
776	1031	273	187	128000	679	11.0
777	1032	273	187	128000	507	11.0
778	1033	273	187	128000	641	11.0
779	1034	274	189	256000	413	19.0
780	1035	275	189	256000	842	31.0
781	1036	276	189	256000	1064	31.0
782	1037	277	189	256000	273	31.0
783	1038	278	189	128000	136	31.0
784	1039	279	190	256000	169	11.0
785	1040	280	190	192000	310	11.0
786	1041	1778	191	256000	324	11.0
787	1042	282	192	160000	242	2.0
788	1043	282	192	160000	332	2.0
789	1044	282	192	160000	296	2.0
790	1045	282	192	160000	124	2.0
791	1046	282	192	160000	352	2.0
792	1047	282	192	160000	244	2.0
793	1048	282	192	160000	180	2.0
794	1049	283	193	259983	241	11.0
795	1050	283	193	258276	278	11.0
796	1051	284	194	256000	1046	9.0
797	1052	285	195	256000	278	11.0
798	1058	287	197	256000	302	3.0
799	1059	287	197	256000	146	3.0
800	1060	287	197	256000	111	3.0
801	1061	288	197	256000	256	3.0
802	1062	288	197	256000	144	3.0
803	1063	288	197	256000	115	3.0
804	1064	288	197	256000	214	3.0
805	1066	290	10	192000	234	31.0
806	1067	290	10	192000	16	31.0
807	1068	290	10	192000	75	31.0
808	1069	290	10	192000	110	31.0
809	1070	290	10	192000	59	31.0
810	1071	290	10	192000	144	31.0
811	1072	290	10	192000	89	31.0
812	1073	290	10	192000	93	31.0
813	1074	290	10	192000	108	31.0
814	1075	290	10	192000	62	31.0
816	1077	292	198	192000	176	11.0
817	1078	293	198	160000	207	11.0
818	1079	292	198	192000	174	11.0
819	1080	292	198	192000	118	11.0
820	1081	294	198	160000	206	11.0
821	1082	235	199	256000	187	1.0
822	1083	296	200	192000	472	31.0
823	1084	297	201	256000	12	14.0
824	1085	297	201	256000	183	14.0
825	1086	297	201	256000	220	14.0
826	1087	298	201	256000	315	11.0
827	1088	297	201	256000	209	14.0
828	1089	297	201	256000	142	14.0
829	1090	297	201	256000	252	14.0
830	1091	297	201	256000	296	14.0
831	1092	299	202	192000	78	31.0
832	1093	299	202	192000	377	31.0
833	1094	299	202	192000	401	31.0
834	1095	299	202	192000	500	31.0
835	1096	299	202	192000	205	31.0
836	1097	299	202	192000	312	31.0
837	1098	299	202	192000	349	31.0
838	1099	299	202	192000	87	31.0
839	1100	299	202	192000	135	31.0
840	1101	299	202	192000	266	31.0
841	1102	300	203	256000	327	11.0
842	1105	302	205	256000	323	11.0
843	1106	302	205	256000	369	11.0
844	1107	302	205	256000	268	11.0
845	1108	302	205	256000	542	11.0
846	1110	304	207	320000	1400	31.0
847	1111	304	207	320000	825	31.0
848	1113	304	207	320000	1636	31.0
849	1116	306	208	256000	378	11.0
850	1117	307	208	256000	236	11.0
851	1118	307	208	256000	208	11.0
852	1119	306	208	256000	182	11.0
853	1120	308	209	192000	482	14.0
854	1121	309	209	160000	167	14.0
855	1122	310	209	320000	584	14.0
856	1123	311	210	256000	195	11.0
857	1124	312	210	256000	180	11.0
858	1125	312	210	256000	114	11.0
859	1126	311	210	256000	187	11.0
860	1127	312	210	256000	184	11.0
861	1128	311	210	256000	187	11.0
862	1129	311	210	256000	100	11.0
863	1130	311	210	256000	242	11.0
864	1131	311	210	256000	177	11.0
